# Signature: 3T3-L1
KRT79	0.000000	0.363128	0.000000	0.000000	0.000000	0.295055	0.000000	0.000000
LOC100508591	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
LOC728449	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
RPL37A	3.348055	3.358403	3.393668	3.537669	3.322391	3.257953	3.150397	3.189959
LOC100508426	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
ZNF460	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
CALML3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
THRSP	0.000000	0.000000	0.572091	0.000000	0.869727	0.689370	0.000000	0.565204
XIST	2.573347	2.454405	3.274293	3.269625	2.745385	2.499887	2.797128	2.618628
CA6	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
SLC15A1	0.000000	0.000000	0.281282	0.000000	0.623685	0.689370	0.000000	0.000000
ANKRD19	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
LOC100509558	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
LOC100510047	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
LOC441454	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
HIST1H2BF	2.066126	2.018229	2.411499	2.498853	2.318494	2.291223	2.219782	2.233705
ZFP36L1	3.412663	3.375477	3.096631	3.019474	3.363444	3.456761	3.279852	3.291983
CYP4F8	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
LOC100506828	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
TMEM91	0.697309	0.794467	1.042261	0.903768	0.869727	0.295055	0.572028	0.659542
SPRR4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
PTMS	4.027022	4.002161	4.003125	4.084247	3.971350	3.981184	3.978307	3.985043
RPL27A	3.467362	3.507134	3.347504	3.456862	3.360824	3.242763	3.110571	3.143287
FOS	2.749359	2.759638	3.589797	3.720437	4.342488	4.470097	3.650214	3.744276
PDZK1	1.977493	1.885535	1.723721	1.806942	1.776294	1.851457	1.923727	1.914490
TFAP2A	0.621667	0.946676	0.281282	0.753966	0.496396	0.943563	0.000000	0.565204
FAM83B	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
HIST1H3I	1.055010	0.946676	0.810673	1.061405	0.979757	1.164870	0.867845	0.955381
EGR1	3.195535	3.184887	3.651360	3.707592	4.287883	4.500411	3.770120	3.802677
RNF152	0.989361	1.106083	1.479359	1.584331	1.442508	1.350225	1.516958	1.542546
HIST1H1D	1.651181	1.747504	2.077157	2.124076	2.174531	2.105331	1.976919	2.040463
FA2H	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000

# Signature: Atopic dermatitis
	CNTR_R1	CNTR_R2	D14_R1	D14_R2	D21_R1	D21_R2	D7_R1	D7_R2
LOC441461	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
COL6A6	0.000000	0.000000	0.744720	0.336209	0.869727	1.243916	0.281241	0.565204
RPL28	3.393809	3.403494	3.170442	3.300935	3.226690	3.178026	3.047648	3.095363
FGFR3	1.228494	1.187004	1.166323	0.962901	1.172747	1.289606	1.303827	1.470241
EIF3L	3.613684	3.624646	3.355430	3.383451	3.415088	3.397228	3.365523	3.386629
VPS36	2.940132	2.887096	2.809042	2.795145	2.733554	2.724385	2.626087	2.638657
SERPINB5	0.000000	0.000000	0.000000	0.336209	0.000000	0.000000	0.281241	0.276810
UBA1	4.103671	4.107500	3.741971	3.726768	3.843776	3.855907	3.911548	3.918897
LPAR6	2.276230	2.245994	2.163948	2.191101	2.107551	1.996686	2.056727	2.015042
NDUFA5	2.520373	2.487050	2.765809	2.885191	2.587233	2.499887	2.435291	2.455444
LGALS3	2.796024	2.869053	3.126909	3.233516	3.128605	3.122471	2.900043	2.914446
CCNC	2.521415	2.490734	2.569261	2.568583	2.550962	2.505200	2.459299	2.451355
RPL18A	3.687072	3.700722	3.560220	3.672687	3.535908	3.514826	3.402599	3.444161
RPL18AP3	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
VPS26A	3.178222	3.189683	3.457749	3.447906	3.434789	3.369808	3.403538	3.404840
COL4A5	3.744573	3.690768	3.584164	3.395459	3.613829	3.708376	3.881221	3.870258
COPS4	3.115924	3.157322	3.089606	3.127608	3.096763	3.015735	2.956470	2.968880
AEBP2	2.916060	2.856594	2.692838	2.663058	2.718740	2.792125	2.864787	2.815305
RPS15	3.877145	3.872122	3.913520	4.041166	3.855837	3.787998	3.679811	3.702724
RELL1	2.613878	2.614403	2.644496	2.582077	2.645534	2.670137	2.732604	2.675323
CST3	4.239155	4.258079	5.358320	5.421729	5.245985	5.194617	5.002534	5.009575
CCT8	3.736529	3.718126	3.538900	3.572580	3.583446	3.540151	3.535139	3.532319
RPL7	3.884380	3.920063	3.843400	3.918542	3.853243	3.737396	3.662433	3.657539
KDM3A	2.475340	2.466209	2.631751	2.563065	2.677874	2.728351	2.704629	2.702271
BAZ2B	2.309687	2.245994	2.302178	2.234612	2.302611	2.366415	2.332570	2.370285
NCL	3.961833	3.879827	3.718633	3.764502	3.750900	3.717134	3.725749	3.691211
DNAJC2	2.632001	2.492565	2.494980	2.528402	2.521272	2.447401	2.555082	2.491860
RPL18	3.662960	3.685881	3.575838	3.690128	3.538601	3.453651	3.317812	3.349823
S100A6	4.593897	4.597971	4.750875	4.901263	4.635111	4.558732	4.508666	4.506095
RPS8	3.537526	3.546454	3.533142	3.631422	3.460918	3.335497	3.238254	3.234812
RPS24	3.434181	3.467781	3.562067	3.686591	3.498119	3.329802	3.244832	3.233909
CAPZA1	3.276540	3.297335	3.191567	3.135110	3.208134	3.079995	3.160355	3.137684
DNMBP	2.584290	2.590291	2.311934	2.252003	2.433326	2.546709	2.551763	2.517298
STXBP3	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
RPL23	3.681348	3.661819	3.645492	3.743395	3.607118	3.580257	3.506526	3.515518
SH3YL1	1.841808	1.786337	2.005267	1.980770	1.891544	1.901929	1.959902	1.963479
COL6A5	0.000000	0.000000	0.281282	0.000000	0.496396	0.469136	0.000000	0.000000
RPL5	3.618205	3.649014	3.651978	3.781787	3.582719	3.501986	3.389407	3.398235
SLC22A25	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
IBTK	2.982092	2.954488	2.887496	2.806387	2.869920	2.839853	2.839775	2.818257
ATP1B3	3.593177	3.621264	3.583752	3.602997	3.679582	3.609976	3.584697	3.601709
CYB5R1	3.177533	3.172851	3.088317	3.138444	3.098615	3.037970	3.014128	3.001328
SF3B14	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
SMPDL3A	2.634415	2.614403	3.639998	3.597261	3.544201	3.558979	3.379780	3.341262
PHF6	2.462419	2.479587	2.273636	2.200799	2.318494	2.273587	2.338053	2.365305
GNB2L1	4.526400	4.561722	4.368059	4.426129	4.371160	4.264842	4.153995	4.160504
CLOCK	2.961807	2.942339	2.940519	2.847214	3.053471	3.031733	3.016420	3.006699
RPS27	1.643392	1.543982	1.562681	1.738483	1.546275	1.450785	1.359113	1.367130
LTF	0.000000	0.000000	0.000000	0.000000	0.315566	0.000000	0.000000	0.444518
PITPNM3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000

# Signature: B-cells_marginal_zone
	CNTR_R1	CNTR_R2	D14_R1	D14_R2	D21_R1	D21_R2	D7_R1	D7_R2
TRIM7	2.749975	2.756665	2.284046	2.268724	2.329492	2.324483	2.345259	2.361953
CR2	0.000000	0.000000	0.281282	0.000000	0.000000	0.000000	0.000000	0.000000
A530030E21RIK	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
CCDC79	0.761709	0.692166	1.004791	0.962901	0.721999	0.768147	0.450531	0.444518
FCRLA	0.000000	0.000000	0.000000	0.000000	0.315566	0.295055	0.000000	0.000000
4930426D05RIK	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
BANK1	0.621667	0.363128	0.666927	0.000000	0.000000	0.000000	0.000000	0.276810
EBF1	2.748126	2.700482	3.031849	2.953001	3.095276	3.201226	3.159808	3.119545
DPH5	1.914928	1.892863	2.192807	2.260444	2.145661	1.992409	1.955542	1.992001
MS4A1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 SERINC4	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
PTPRJ	2.524527	2.552206	2.210221	2.317789	2.237945	2.353507	2.419018	2.417177
 GM26740	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
KLHL14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4833444G19RIK	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
BLK	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5830416P10RIK	0.254350	0.000000	0.000000	0.000000	0.000000	0.295055	0.000000	0.000000
FAM129C	0.254350	0.794467	0.918489	0.835294	0.623685	0.469136	0.000000	0.565204
TSGA13	0.000000	0.000000	0.000000	0.000000	0.000000	0.295055	0.000000	0.000000
H2-OB	0.000000	0.000000	0.281282	0.000000	0.000000	0.000000	0.000000	0.000000
AU015263	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
CNR2	0.000000	0.363128	0.744720	1.061405	0.869727	0.989185	0.963704	0.955381
FCRL1	0.000000	0.000000	0.281282	0.336209	0.000000	0.469136	0.281241	0.276810
CCR6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
E330020D12RIK	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AW555355	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
GM8369	0.000000	0.000000	0.281282	0.523421	0.496396	0.000000	0.000000	0.000000
CXCR5	1.336475	1.222433	1.108707	1.239612	1.230987	0.892579	0.918414	0.996299
TNFRSF13C	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.281241	0.000000
2310050P20RIK	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
A630001G21RIK	1.285832	1.389762	1.217183	1.480276	1.305895	1.243916	1.166244	1.068118
TLR1	1.435749	1.510253	1.108707	1.209347	1.105469	1.243916	1.166244	0.996299
SIGLECG	2.768041	2.741487	1.408232	1.527952	1.571877	1.519804	1.583737	1.443192
CD1D1	1.893372	2.044633	2.399050	2.352953	2.232548	2.266784	2.161142	2.167933
CD19	0.254350	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MZB1	0.000000	0.000000	0.000000	0.000000	0.315566	0.000000	0.000000	0.000000
CD79B	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
POU2AF1	0.000000	0.363128	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CD22	0.000000	0.000000	0.744720	0.336209	0.721999	0.000000	0.450531	0.444518
 GM15472	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
9030425P06RIK	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
IKZF3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 TRIM30B	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A	%N/A
CD38	2.356247	2.341118	2.626172	2.626257	2.787465	2.722789	2.524260	2.546859
IRF4	0.000000	0.000000	0.000000	0.336209	0.000000	0.469136	0.281241	0.444518
